('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 1)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 27)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 28)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 29)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 30)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 33)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 34)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 35)
('In', 'https://ted.com/talks/katie_paterson_the_mind_bending_art_of_deep_time', " a parsing error occurred during parsing in module 'build_dic', position ", 37)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 1)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 27)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 28)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 29)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 30)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 33)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 34)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 35)
('In', 'https://ted.com/talks/deval_patrick_a_different_understanding_of_american_patriotism', " a parsing error occurred during parsing in module 'build_dic', position ", 37)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 1)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 27)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 28)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 29)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 30)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 33)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 34)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 35)
('In', 'https://ted.com/talks/thomas_w_cronin_which_animal_has_the_best_eyesight', " a parsing error occurred during parsing in module 'build_dic', position ", 37)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 1)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 27)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 28)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 29)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 30)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 33)
('In', 'https://ted.com/talks/li_huei_tsai_are_brain_waves_the_secret_to_treating_alzheimer_s', " a parsing error occurred during parsing in module 'build_dic', position ", 34)
