incident_id,victim_id,age,race,sex,vorelationship
203,1042,54,White,Female,Random bystander/stranger
203,1043,54,White,Male,Random bystander/stranger
204,1044,55,White,Male,Parent or stepparent
204,1045,24,White,Male,Sibling
204,1046,68,Hispanic/Latino,Male,Random bystander/stranger
204,1047,26,Hispanic/Latino,Female,Random bystander/stranger
204,1048,68,Hispanic/Latino,Female,Random bystander/stranger
205,1049,20,White,Female,Acquaintence
205,1050,37,White,Female,Relative of a known person
205,1051,19,White,Female,Ex-dating relationship
205,1052,35,,Male,Individual with some non-blood/marriage relationship to a known person
206,1053,25,White,Female,Spouse
206,1054,25,White,Female,In-law
206,1055,50,White,Female,In-law
206,1056,47,White,Female,Ex-dating relationship
207,1057,29,White,Male,Criminal associate
207,1058,26,White,Male,Criminal associate
207,1059,70,White,Male,Random bystander/stranger
207,1060,47,White,Male,Random bystander/stranger
208,1061,79,Hispanic/Latino,Male,Other
208,1062,69,Hispanic/Latino,Female,Other
208,1063,33,Hispanic/Latino,Male,Neighbor
208,1064,51,Hispanic/Latino,Female,Neighbor
208,1065,64,Hispanic/Latino,Male,Neighbor
208,1066,17,Hispanic/Latino,Female,Neighbor
209,1067,47,Black,Female,Ex-spouse
209,1068,43,Black,Female,Ex-dating relationship
209,1069,17,Black,Female,Relative of a known person
209,1070,28,Black,Female,Former relative/in-law
210,1071,57,White,Female,Parent or stepparent
210,1072,34,White,Female,Sibling
210,1073,16,White,Female,Niece/Nephew
210,1074,0,Other,Male,Niece/Nephew
211,1075,22,White,Female,Undetermined
211,1076,17,White,Male,Undetermined
211,1077,17,White,Male,Undetermined
211,1078,16,White,Male,Undetermined
212,1079,59,White,Male,Random bystander/stranger
212,1080,54,White,Male,Random bystander/stranger
212,1081,51,Black,Male,Random bystander/stranger
212,1082,53,Black,Female,Random bystander/stranger
212,1083,62,White,Female,Random bystander/stranger
212,1084,73,White,Male,Random bystander/stranger
212,1085,51,White,Female,Random bystander/stranger
212,1086,50,White,Male,Random bystander/stranger
212,1087,61,Asian/Pacific Islander,Male,Random bystander/stranger
212,1088,46,Black,Male,Random bystander/stranger
212,1089,58,White,Male,Random bystander/stranger
212,1090,52,White,Male,Random bystander/stranger
213,1091,10,Hispanic/Latino,Male,Child or stepchild
213,1092,8,Hispanic/Latino,Male,Child or stepchild
213,1093,4,Hispanic/Latino,Male,Child or stepchild
213,1094,33,Hispanic/Latino,Male,Spouse
214,1095,18,Black,Male,Undetermined
214,1096,21,Black,Male,Undetermined
214,1097,24,Black,Male,Undetermined
214,1098,32,Black,Male,Undetermined
215,1099,9,Asian/Pacific Islander,Female,Other familial relationship
215,1100,7,Asian/Pacific Islander,Female,Other familial relationship
215,1101,5,Asian/Pacific Islander,Male,Other familial relationship
215,1102,1,Asian/Pacific Islander,Male,Other familial relationship
215,1103,37,Asian/Pacific Islander,Female,In-law
216,1104,17,White,Male,Neighbor
216,1105,66,White,Male,Neighbor
216,1106,36,White,Female,Neighbor
216,1107,42,White,Male,Neighbor
217,1108,33,White,Male,Acquaintence
217,1109,55,Black,Female,Aunt/Uncle
217,1110,61,Black,Female,Parent or stepparent
217,1111,30,White,Female,Acquaintence
217,1112,22,Hispanic/Latino,Male,Random bystander/stranger
218,1113,51,White,Male,Relative of a known person
218,1114,49,White,Female,Relative of a known person
218,1115,26,White,Female,Dating relationship
218,1116,11,White,Male,Relative of a known person
218,1117,9,White,Male,Relative of a known person
219,1118,28,Black,Male,Undetermined
219,1119,21,Black,Female,Undetermined
219,1120,22,Black,Female,Undetermined
219,1121,27,Black,Male,Undetermined
220,1122,40,White,Male,Co-worker or employer
220,1123,43,White,Female,Relative of a known person
220,1124,4,White,Male,Relative of a known person
220,1125,3,White,Male,Relative of a known person
221,1126,34,White,Male,Undetermined
221,1127,35,White,Female,Undetermined
221,1128,54,White,Female,Undetermined
221,1129,46,White,Female,Undetermined
222,1130,29,White,Female,Ex-dating relationship
222,1131,4,Black,Female,Relative of a known person
222,1132,6,Black,Male,Relative of a known person
222,1133,9,Black,Female,Relative of a known person
223,1134,45,Black,Female,Undetermined
223,1135,43,Black,Male,Undetermined
223,1136,56,Black,Male,Undetermined
223,1137,34,Black,Female,Undetermined
224,1138,55,White,Female,In-law
224,1139,32,White,Female,Spouse
224,1140,7,White,Male,Child or stepchild
224,1141,5,White,Female,Child or stepchild
225,1142,50,Asian/Pacific Islander,Male,Acquaintence
225,1143,49,Asian/Pacific Islander,Female,Relative of a known person
225,1144,9,Asian/Pacific Islander,Male,Relative of a known person
225,1145,7,Asian/Pacific Islander,Male,Relative of a known person
226,1146,19,American Indian,Female,Niece/Nephew
226,1147,30,American Indian,Male,Niece/Nephew
226,1148,47,American Indian,Female,Co-worker or employer
226,1149,50,American Indian,Male,Sibling
227,1150,21,White,Female,Undetermined
227,1151,22,White,Female,Undetermined
227,1152,43,White,Male,Undetermined
227,1153,47,White,Male,Criminal associate
228,1154,67,Black,Female,Relative of a known person
228,1155,46,Black,Female,Relative of a known person
228,1156,22,Black,Female,Relative of a known person
228,1157,2,Black,Male,Relative of a known person
229,1158,27,White,Female,Ex-spouse
229,1159,53,,Female,Individual with some non-blood/marriage relationship to a known person
229,1160,2,White,Male,Child or stepchild
229,1161,4,White,Female,Child or stepchild
230,1162,37,Black,Male,Undetermined
230,1163,34,Black,Female,Undetermined
230,1164,13,Black,Male,Undetermined
230,1165,11,Black,Male,Undetermined
231,1166,23,Hispanic/Latino,Male,Other
231,1167,24,Hispanic/Latino,Male,Other
231,1168,23,Hispanic/Latino,Male,Other
231,1169,30,Hispanic/Latino,Male,Other
231,1170,31,Hispanic/Latino,Male,Other
232,1171,36,Black,Female,Random bystander/stranger
232,1172,3,Black,Female,Random bystander/stranger
232,1173,1,Black,Male,Random bystander/stranger
232,1174,24,Black,Female,Random bystander/stranger
233,1175,22,Hispanic/Latino,Male,Undetermined
233,1176,21,Hispanic/Latino,Male,Undetermined
233,1177,27,Hispanic/Latino,Male,Undetermined
233,1178,24,Hispanic/Latino,Female,Undetermined
234,1179,20,Black,Male,Random bystander/stranger
234,1180,30,Black,Male,Random bystander/stranger
234,1181,31,Black,Male,Aunt/Uncle
234,1182,36,Black,Male,Individual with some non-blood/marriage relationship to a known person
235,1183,26,White,Female,Child or stepchild
235,1184,35,White,Male,In-law
235,1185,6,White,Male,Grandchild
235,1186,3,White,Male,Grandchild
236,1187,68,White,Female,Grandparent
236,1188,69,White,Male,Grandparent
236,1189,40,White,Female,Aunt/Uncle
236,1190,37,,Male,In-law
237,1191,66,White,Female,In-law
237,1192,36,White,Female,Ex-spouse
237,1193,40,,Male,Individual with some non-blood/marriage relationship to a known person
237,1194,7,,Male,Individual with some non-blood/marriage relationship to a known person
238,1195,54,White,Male,Parent or stepparent
238,1196,20,White,Female,Ex-dating relationship
238,1197,56,White,Female,Relative of a known person
238,1198,62,White,Male,Random bystander/stranger
239,1199,20,Asian/Pacific Islander,Male,Roommate
239,1200,20,Asian/Pacific Islander,Male,Roommate
239,1201,19,Asian/Pacific Islander,Male,Roommate
239,1202,19,White,Female,Random bystander/stranger
239,1203,22,White,Female,Random bystander/stranger
239,1204,20,,Male,Random bystander/stranger
240,1205,29,Hispanic/Latino,Female,Dating relationship
240,1206,10,Hispanic/Latino,Female,Child or stepchild
240,1207,6,Hispanic/Latino,Female,Child or stepchild
240,1208,2,Hispanic/Latino,Female,Child or stepchild
241,1209,4,White,Male,Former relative/in-law
241,1210,14,White,Male,Former relative/in-law
241,1211,7,White,Female,Former relative/in-law
241,1212,9,White,Female,Former relative/in-law
241,1213,39,White,Male,Former relative/in-law
241,1214,33,White,Female,Former relative/in-law
242,1215,12,White,Male,Child or stepchild
242,1216,35,White,Female,Spouse
242,1217,7,White,Male,Child or stepchild
242,1218,4,White,Female,Child or stepchild
243,1219,35,Black,Female,Spouse
243,1220,13,Black,Female,Child or stepchild
243,1221,6,Black,Female,Child or stepchild
243,1222,4,Black,Female,Child or stepchild
244,1223,73,White,Male,Parent or stepparent
244,1224,74,White,Female,Parent or stepparent
244,1225,13,White,Male,Child or stepchild
244,1226,10,White,Male,Child or stepchild
245,1227,52,White,Female,Relative of a known person
245,1228,52,White,Male,Relative of a known person
245,1229,27,White,Female,Ex-dating relationship
245,1230,37,White,Male,Individual with some non-blood/marriage relationship to a known person
246,1231,8,White,Female,Child or stepchild
246,1232,7,White,Male,Child or stepchild
246,1233,6,White,Male,Child or stepchild
246,1234,2,White,Male,Child or stepchild
246,1235,1,White,Female,Child or stepchild
247,1236,80,White,Male,Random bystander/stranger
247,1237,86,White,Female,Random bystander/stranger
247,1238,69,White,Female,Random bystander/stranger
247,1239,88,White,Female,Random bystander/stranger
247,1240,63,White,Male,Random bystander/stranger
248,1241,28,White,Female,Child or stepchild
248,1242,9,White,Female,Grandchild
248,1243,11,White,Male,Grandchild
248,1244,5,White,Female,Grandchild
248,1245,0,White,Female,Grandchild
248,1246,8,White,Male,Grandchild
248,1247,4,White,Male,Grandchild
249,1248,39,Asian/Pacific Islander,Female,Undetermined
249,1249,37,Asian/Pacific Islander,Male,Undetermined
249,1250,7,Asian/Pacific Islander,Male,Undetermined
249,1251,10,Asian/Pacific Islander,Male,Undetermined
250,1252,62,White,Male,Parent or stepparent
250,1253,60,White,Female,Parent or stepparent
250,1254,31,White,Female,Sibling
250,1255,22,White,Male,Acquaintence
251,1256,14,White,Female,Friend
251,1257,14,American Indian,Female,Friend
251,1258,14,White,Female,Friend
251,1259,15,American Indian,Male,Cousin
252,1260,44,Black,Male,Acquaintence
252,1261,43,Black,Male,Acquaintence
252,1262,29,White,Female,Acquaintence
252,1263,24,White,Male,Acquaintence
253,1264,41,Black,Female,Relative of a known person
253,1265,17,Black,Female,Undetermined
253,1266,19,Black,Male,Friend
253,1267,60,Black,Male,Individual with some non-blood/marriage relationship to a known person
254,1268,43,White,Male,Cousin
254,1269,28,White,Male,Individual with some non-blood/marriage relationship to a known person
254,1270,45,White,Male,Acquaintence
254,1271,39,White,Female,Ex-dating relationship
255,1272,33,White,Female,Ex-spouse
255,1273,57,White,Female,Former relative/in-law
255,1274,75,White,Female,Former relative/in-law
255,1275,36,White,Female,Former relative/in-law
255,1276,39,White,Male,Former relative/in-law
255,1277,14,White,Female,Former relative/in-law
256,1278,6,Black,Male,Relative of a known person
256,1279,4,Black,Male,Relative of a known person
256,1280,24,Black,Male,Individual with some non-blood/marriage relationship to a known person
256,1281,24,Black,Female,Ex-dating relationship
257,1282,22,Black,Male,Undetermined
257,1283,19,Black,Male,Undetermined
257,1284,21,Black,Male,Undetermined
257,1285,20,Black,Male,Undetermined
258,1286,23,Hispanic/Latino,Female,Spouse
258,1287,4,Hispanic/Latino,Male,Child or stepchild
258,1288,1,Hispanic/Latino,Female,Child or stepchild
258,1289,0,Hispanic/Latino,Female,Child or stepchild
259,1290,55,White,Male,Relative of a known person
259,1291,27,White,Female,Relative of a known person
259,1292,7,White,Male,Relative of a known person
259,1293,6,White,Female,Relative of a known person
259,1294,3,White,Female,Relative of a known person
259,1295,2,White,Female,Relative of a known person
260,1296,69,White,Male,In-law
260,1297,68,White,Female,In-law
260,1298,33,White,Female,Spouse
260,1299,16,White,Female,Child or stepchild
260,1300,18,White,Female,Friend
261,1301,33,Black,Female,Ex-spouse
261,1302,33,Black,Male,Individual with some non-blood/marriage relationship to a known person
261,1303,7,Black,Female,Child or stepchild
261,1304,9,Black,Male,Child or stepchild
262,1305,52,White,Male,Cousin
262,1306,47,White,Female,In-law
262,1307,50,White,Male,Cousin
262,1308,48,White,Female,In-law
262,1309,44,White,Female,Neighbor
262,1310,68,White,Male,Neighbor
262,1311,46,White,Male,Neighbor
263,1312,32,Black,Female,Undetermined
263,1313,41,Black,Female,Undetermined
263,1314,48,Black,Female,Undetermined
263,1315,18,Black,Male,Undetermined
264,1316,38,White,Male,Sibling
264,1317,76,White,Female,Parent or stepparent
264,1318,56,White,Male,Sibling
264,1319,26,White,Female,In-law
265,1320,58,Hispanic/Latino,Male,Parent or stepparent
265,1321,53,White,Female,Parent or stepparent
265,1322,32,Hispanic/Latino,Male,Sibling
265,1323,17,Hispanic/Latino,Female,Niece/Nephew
266,1324,31,White,Male,Criminal associate
266,1325,65,Hispanic/Latino,Male,Criminal associate
266,1326,46,White,Male,Criminal associate
266,1327,44,White,Male,Criminal associate
266,1328,43,White,Male,Criminal associate
266,1329,39,White,Male,Criminal associate
266,1330,47,White,Male,Criminal associate
266,1331,40,White,Male,Criminal associate
266,1332,27,White,Male,Criminal associate
267,1333,46,White,Male,Co-worker or employer
267,1334,47,White,Female,Relative of a known person
267,1335,10,White,Male,Relative of a known person
267,1336,57,Hispanic/Latino,Female,Individual with some non-blood/marriage relationship to a known person
268,1337,37,Black,Female,Spouse
268,1338,1,Other,Female,Child or stepchild
268,1339,4,Other,Male,Child or stepchild
268,1340,6,Other,Male,Child or stepchild
269,1341,41,Black,Male,Undetermined
269,1342,18,Black,Female,Undetermined
269,1343,36,Black,Male,Undetermined
269,1344,35,Black,Female,Undetermined
270,1345,41,Black,Male,Random bystander/stranger
270,1346,26,Black,Male,Random bystander/stranger
270,1347,74,Black,Male,Random bystander/stranger
270,1348,54,Black,Female,Random bystander/stranger
270,1349,49,Black,Female,Random bystander/stranger
270,1350,87,Black,Female,Random bystander/stranger
270,1351,70,Black,Female,Random bystander/stranger
270,1352,59,Black,Female,Random bystander/stranger
270,1353,45,Black,Female,Random bystander/stranger
271,1354,50,Black,Male,Undetermined
271,1355,28,White,Female,Undetermined
271,1356,14,Black,Female,Undetermined
271,1357,17,Black,Female,Undetermined
272,1358,25,White,Male,First responder
272,1359,35,White,Male,First responder
272,1360,21,White,Male,First responder
272,1361,40,White,Male,First responder
272,1362,26,White,Male,First responder
273,1363,38,White,Female,Ex-dating relationship
273,1364,57,Hispanic/Latino,Female,Parent or stepparent
273,1365,0,Other,Female,Child or stepchild
273,1366,6,White,Female,Relative of a known person
273,1367,5,Hispanic/Latino,Female,Niece/Nephew
274,1368,27,Black,Female,Undetermined
274,1369,11,Black,Male,Undetermined
274,1370,10,Black,Male,Undetermined
274,1371,5,Black,Male,Undetermined
275,1372,52,White,Male,Parent or stepparent
275,1373,44,White,Female,Parent or stepparent
275,1374,5,White,Female,Sibling
275,1375,7,White,Male,Sibling
275,1376,12,White,Male,Sibling
276,1377,35,White,Female,Spouse
276,1378,67,White,Female,In-law
276,1379,8,White,Male,Child or stepchild
276,1380,1,White,Male,In-law
277,1381,40,White,Female,Ex-dating relationship
277,1382,50,Black,Male,Relative of a known person
277,1383,10,Other,Male,Relative of a known person
277,1384,13,Other,Male,Child or stepchild
277,1385,11,Other,Female,Relative of a known person
277,1386,9,Other,Male,Relative of a known person
277,1387,7,Other,Female,Relative of a known person
277,1388,6,Other,Male,Relative of a known person
278,1389,48,White,Female,Cousin
278,1390,43,White,Female,Cousin
278,1391,73,White,Female,Aunt/Uncle
278,1392,48,White,Female,Other
279,1393,48,White,Female,Spouse
279,1394,17,White,Male,Child or stepchild
279,1395,15,White,Female,Child or stepchild
279,1396,14,White,Female,Child or stepchild
280,1397,41,White,Female,Spouse
280,1398,16,White,Male,Child or stepchild
280,1399,14,White,Male,Child or stepchild
280,1400,10,White,Female,Child or stepchild
280,1401,9,White,Female,Child or stepchild
281,1402,19,Hispanic/Latino,Female,Random bystander/stranger
281,1403,20,White,Male,Random bystander/stranger
281,1404,18,White,Female,Random bystander/stranger
281,1405,18,White,Male,Random bystander/stranger
281,1406,59,White,Female,Random bystander/stranger
281,1407,18,White,Male,Random bystander/stranger
281,1408,34,White,Male,Random bystander/stranger
281,1409,67,White,Male,Other
281,1410,44,White,Female,Random bystander/stranger
282,1411,25,Black,Female,Ex-spouse
282,1412,1,Black,Female,Child or stepchild
282,1413,2,Black,Male,Child or stepchild
282,1414,3,Black,Male,Child or stepchild
283,1415,82,White,Female,Undetermined
283,1416,80,White,Female,Undetermined
283,1417,58,White,Male,Undetermined
283,1418,60,White,Female,Undetermined
284,1419,77,White,Male,Relative of a known person
284,1420,40,White,Female,Relative of a known person
284,1421,6,White,Male,Relative of a known person
284,1422,46,White,Male,Neighbor
284,1423,23,White,Male,Neighbor
284,1424,21,White,Male,Neighbor
285,1425,29,Hispanic/Latino,Male,Aunt/Uncle
285,1426,24,Hispanic/Latino,Female,Aunt/Uncle
285,1427,5,Hispanic/Latino,Male,Cousin
285,1428,1,Hispanic/Latino,Female,Cousin
286,1429,37,White,Male,Co-worker or employer
286,1430,52,White,Male,Co-worker or employer
286,1431,42,White,Male,Co-worker or employer
286,1432,58,White,Male,Co-worker or employer
286,1433,40,White,Male,Co-worker or employer
286,1434,60,Black,Male,Co-worker or employer
286,1435,46,White,Male,Co-worker or employer
286,1436,50,Hispanic/Latino,Male,Co-worker or employer
286,1437,45,White,Male,Co-worker or employer
286,1438,27,Black,Female,Co-worker or employer
286,1439,46,White,Female,Co-worker or employer
286,1440,26,White,Female,Co-worker or employer
286,1441,27,White,Female,Co-worker or employer
286,1442,31,Asian/Pacific Islander,Female,Co-worker or employer
287,1443,37,White,Female,Ex-spouse
287,1444,75,White,Male,In-law
287,1445,9,White,Male,Parent or stepparent
287,1446,8,White,Male,Parent or stepparent
288,1447,28,Black,Male,Undetermined
288,1448,45,Black,Male,Undetermined
288,1449,29,White,Female,Undetermined
288,1450,22,Black,Female,Undetermined
289,1451,17,White,Female,Sibling
289,1452,50,White,Male,Parent or stepparent
289,1453,54,White,Female,Parent or stepparent
289,1454,22,White,Male,Sibling
289,1455,74,White,Female,Grandparent
290,1456,62,Hispanic/Latino,Male,Other familial relationship
290,1457,58,Hispanic/Latino,Female,Other familial relationship
290,1458,38,Hispanic/Latino,Male,Aunt/Uncle
290,1459,32,Hispanic/Latino,Female,Aunt/Uncle
290,1460,10,Hispanic/Latino,Male,Cousin
290,1461,13,Hispanic/Latino,Male,Cousin
291,1462,17,White,Male,Random bystander/stranger
291,1463,53,White,Male,Random bystander/stranger
291,1464,62,White,Female,Random bystander/stranger
291,1465,60,White,Female,Random bystander/stranger
291,1466,74,White,Female,Random bystander/stranger
291,1467,68,White,Female,Random bystander/stranger
292,1468,82,White,Male,Grandparent
292,1469,81,White,Female,Grandparent
292,1470,32,White,Female,Sibling
292,1471,0,White,Male,Niece/Nephew
293,1472,50,White,Male,Parent or stepparent
293,1473,49,White,Female,Parent or stepparent
293,1474,18,White,Female,Sibling
293,1475,6,White,Female,Sibling
294,1476,49,White,Female,Spouse
294,1477,16,White,Male,Child or stepchild
294,1478,18,White,Male,Child or stepchild
294,1479,68,White,Female,Neighbor
295,1480,41,Hispanic/Latino,Male,Neighbor
295,1481,29,White,Male,Individual with some non-blood/marriage relationship to a known person
295,1482,27,White,Male,Individual with some non-blood/marriage relationship to a known person
295,1483,36,White,Male,Individual with some non-blood/marriage relationship to a known person
295,1484,49,White,Male,Random bystander/stranger
296,1485,37,Black,Female,Individual with some non-blood/marriage relationship to a known person
296,1486,35,Black,Male,Individual with some non-blood/marriage relationship to a known person
296,1487,27,Black,Female,Relative of a known person
296,1488,25,Black,Female,Relative of a known person
296,1489,26,Black,Male,Individual with some non-blood/marriage relationship to a known person
297,1490,37,White,Female,Acquaintence
297,1491,44,White,Male,Acquaintence
297,1492,40,White,Male,Acquaintence
297,1493,16,White,Male,Acquaintence
297,1494,20,White,Male,Undetermined
297,1495,20,White,Female,Acquaintence
297,1496,19,White,Female,Acquaintence
297,1497,38,White,Male,Acquaintence
298,1498,75,Black,Male,In-law
298,1499,85,Black,Female,In-law
298,1500,31,Black,Female,In-law
298,1501,59,Black,Female,In-law
298,1502,62,Black,Female,In-law
299,1503,22,White,Male,Friend
299,1504,21,White,Male,Friend
299,1505,21,White,Male,Friend
299,1506,21,White,Male,Friend
299,1507,20,White,Female,Friend
300,1508,34,Hispanic/Latino,Male,Random bystander/stranger
300,1509,23,Hispanic/Latino,Male,Random bystander/stranger
300,1510,20,Hispanic/Latino,Male,Random bystander/stranger
300,1511,22,Hispanic/Latino,Male,Random bystander/stranger
300,1512,36,Hispanic/Latino,Male,Random bystander/stranger
300,1513,22,Hispanic/Latino,Male,Random bystander/stranger
300,1514,22,Hispanic/Latino,Male,Random bystander/stranger
300,1515,37,White,Female,Random bystander/stranger
300,1516,30,Black,Male,Random bystander/stranger
300,1517,29,Black,Male,Random bystander/stranger
300,1518,32,Black,Female,Random bystander/stranger
300,1519,21,Hispanic/Latino,Male,Random bystander/stranger
300,1520,25,Hispanic/Latino,Male,Random bystander/stranger
300,1521,35,Hispanic/Latino,Male,Random bystander/stranger
300,1522,33,Hispanic/Latino,Male,Random bystander/stranger
300,1523,25,Hispanic/Latino,Female,Random bystander/stranger
300,1524,33,Hispanic/Latino,Male,Random bystander/stranger
300,1525,37,Hispanic/Latino,Male,Random bystander/stranger
300,1526,26,Hispanic/Latino,Female,Random bystander/stranger
300,1527,35,Hispanic/Latino,Male,Random bystander/stranger
300,1528,25,Hispanic/Latino,Male,Random bystander/stranger
300,1529,31,Hispanic/Latino,Male,Random bystander/stranger
300,1530,26,Hispanic/Latino,Male,Random bystander/stranger
300,1531,25,Hispanic/Latino,Male,Random bystander/stranger
300,1532,30,Hispanic/Latino,Male,Random bystander/stranger
300,1533,40,Hispanic/Latino,Male,Random bystander/stranger
300,1534,32,Hispanic/Latino,Male,Random bystander/stranger
300,1535,19,Black,Male,Random bystander/stranger
300,1536,21,White,Male,Random bystander/stranger
300,1537,37,Hispanic/Latino,Male,Random bystander/stranger
300,1538,29,Hispanic/Latino,Male,Random bystander/stranger
300,1539,33,Black,Male,Random bystander/stranger
300,1540,25,Hispanic/Latino,Male,Random bystander/stranger
300,1541,31,White,Male,Random bystander/stranger
300,1542,25,Hispanic/Latino,Male,Random bystander/stranger
300,1543,25,Black,Male,Random bystander/stranger
300,1544,24,Hispanic/Latino,Male,Random bystander/stranger
300,1545,27,Hispanic/Latino,Male,Random bystander/stranger
300,1546,33,Hispanic/Latino,Male,Random bystander/stranger
300,1547,49,White,Female,Random bystander/stranger
300,1548,24,Hispanic/Latino,Female,Random bystander/stranger
300,1549,32,White,Male,Random bystander/stranger
300,1550,28,Hispanic/Latino,Male,Random bystander/stranger
300,1551,27,Hispanic/Latino,Male,Random bystander/stranger
300,1552,41,Black,Male,Random bystander/stranger
300,1553,29,Black,Male,Random bystander/stranger
300,1554,24,Hispanic/Latino,Male,Random bystander/stranger
300,1555,18,Black,Female,Random bystander/stranger
300,1556,25,Hispanic/Latino,Male,Random bystander/stranger
301,1557,34,Hispanic/Latino,Female,Spouse
301,1558,14,Hispanic/Latino,Female,Child or stepchild
301,1559,11,Hispanic/Latino,Female,Child or stepchild
301,1560,7,Hispanic/Latino,Female,Child or stepchild
301,1561,3,Hispanic/Latino,Female,Child or stepchild
302,1562,59,White,Male,Acquaintence
302,1563,44,Hispanic/Latino,Female,Acquaintence
302,1564,18,White,Female,Acquaintence
302,1565,24,White,Male,Acquaintence
302,1566,34,Black,Male,Acquaintence
303,1567,48,White,Male,First responder
303,1568,40,White,Male,First responder
303,1569,55,White,Male,First responder
303,1570,43,White,Male,First responder
303,1571,32,Hispanic/Latino,Male,First responder
304,1572,35,Asian/Pacific Islander,Female,Spouse
304,1573,14,Asian/Pacific Islander,Male,Child or stepchild
304,1574,9,Asian/Pacific Islander,Male,Child or stepchild
304,1575,15,Asian/Pacific Islander,Female,Child or stepchild
305,1576,22,White,Female,Ex-spouse
305,1577,19,White,Female,Former relative/in-law
305,1578,3,White,Male,Child or stepchild
305,1579,1,White,Male,Child or stepchild
306,1580,0,Black,Female,Child or stepchild
306,1581,3,Black,Female,Child or stepchild
306,1582,2,Black,Female,Child or stepchild
306,1583,4,Black,Male,Child or stepchild
307,1584,32,Black,Female,Dating relationship
307,1585,6,Black,Female,Child or stepchild
307,1586,7,Black,Female,Child or stepchild
307,1587,11,Black,Female,Relative of a known person
308,1588,22,White,Female,Undetermined
308,1589,23,White,Male,Undetermined
308,1590,35,White,Female,Undetermined
308,1591,26,White,Male,Undetermined
308,1592,26,White,Male,Undetermined
309,1593,52,White,Female,Random bystander/stranger
309,1594,64,White,Female,Random bystander/stranger
309,1595,95,White,Female,Random bystander/stranger
309,1596,16,White,Female,Random bystander/stranger
309,1597,61,White,Male,Random bystander/stranger
310,1598,7,Black,Female,Individual with some non-blood/marriage relationship to a known person
310,1599,0,Black,Female,Individual with some non-blood/marriage relationship to a known person
310,1600,4,Black,Female,Individual with some non-blood/marriage relationship to a known person
310,1601,56,Black,Female,Individual with some non-blood/marriage relationship to a known person
311,1602,4,Black,Female,Child or stepchild
311,1603,5,Black,Female,Child or stepchild
311,1604,17,Black,Female,Child or stepchild
311,1605,19,Black,Male,Child or stepchild
312,1606,18,White,Male,Acquaintence
312,1607,29,White,Male,Acquaintence
312,1608,20,White,Female,Acquaintence
312,1609,20,White,Female,Acquaintence
313,1610,,Black,Male,Undetermined
313,1611,,Black,Male,Undetermined
313,1612,,Black,Female,Undetermined
313,1613,19,Black,Female,Undetermined
314,1614,19,Black,Female,Acquaintence
314,1615,41,Black,Female,Undetermined
314,1616,36,Black,Male,Undetermined
314,1617,45,Black,Male,Undetermined
315,1618,54,White,Female,Undetermined
315,1619,47,White,Male,Undetermined
315,1620,28,White,Male,Undetermined
315,1621,23,White,Female,Undetermined
316,1622,54,Black,Male,Other
316,1623,29,Black,Male,Other
316,1624,51,Black,Male,Other
316,1625,54,Black,Male,Other
317,1626,33,White,Female,Spouse
317,1627,8,White,Female,Child or stepchild
317,1628,5,White,Male,Child or stepchild
317,1629,2,White,Female,Child or stepchild
318,1630,39,White,Female,Spouse
318,1631,10,White,Male,Child or stepchild
318,1632,10,White,Male,Child or stepchild
318,1633,7,White,Female,Child or stepchild
319,1634,37,White,Female,Undetermined
319,1635,16,White,Male,Undetermined
319,1636,16,White,Male,Undetermined
319,1637,43,White,Male,Undetermined
320,1638,36,Black,Male,Random bystander/stranger
320,1639,30,Black,Male,Random bystander/stranger
320,1640,32,Black,Male,Random bystander/stranger
320,1641,35,Black,Male,Random bystander/stranger
321,1642,65,Black,Female,Relative of a known person
321,1643,27,Black,Female,Relative of a known person
321,1644,42,Black,Female,Dating relationship
321,1645,5,Black,Male,Relative of a known person
322,1646,60,Black,Male,Neighbor
322,1647,63,Black,Male,Neighbor
322,1648,,Black,Male,Neighbor
322,1649,,Black,Male,Neighbor
322,1650,,Black,Male,Neighbor
323,1651,61,Black,Female,Friend
323,1652,56,,Male,Friend
323,1653,40,Black,Male,Criminal associate
323,1654,56,,Male,Criminal associate
324,1655,67,White,Female,Individual with some non-blood/marriage relationship to a known person
324,1656,62,White,Female,Individual with some non-blood/marriage relationship to a known person
324,1657,43,White,Female,Individual with some non-blood/marriage relationship to a known person
324,1658,40,White,Male,First responder
325,1659,45,Black,Female,Spouse
325,1660,14,Hispanic/Latino,Female,Child or stepchild
325,1661,11,Hispanic/Latino,Male,Child or stepchild
325,1662,21,Black,Female,Niece/Nephew
326,1663,28,Black,Male,Other
326,1664,20,Black,Male,Other
326,1665,19,Black,Male,Other
326,1666,32,Black,Male,Other
327,1667,52,White,Male,Other
327,1668,35,White,Male,Other
327,1669,56,Black,Male,Other
327,1670,44,White,Male,Other
328,1671,70,White,Female,Random bystander/stranger
328,1672,62,White,Male,Random bystander/stranger
328,1673,57,White,Male,Random bystander/stranger
328,1674,84,White,Female,Random bystander/stranger
328,1675,69,White,Female,Random bystander/stranger
329,1676,48,Black,Female,Sibling
329,1677,64,Black,Female,Parent or stepparent
329,1678,65,Black,Male,Individual with some non-blood/marriage relationship to a known person
329,1679,42,Black,Male,Dating relationship
330,1680,16,Hispanic/Latino,Male,Other
330,1681,18,Hispanic/Latino,Male,Other
330,1682,18,Hispanic/Latino,Male,Other
